company_name,company_tier,official_domain,company_name_en,region,aliases,discovery_method,candidate_seed_type,candidate_seed_url,candidate_seed_title,candidate_seed_reason
메디픽,스타트업,,,대한민국,"[""(주)메디픽""]",manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
몰젠바이오,스타트업,,,대한민국,"[""주식회사 몰젠바이오""]",manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
몰큐브,스타트업,,,대한민국,"[""주식회사 몰큐브""]",manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
비주얼캠프,스타트업,,,대한민국,[],manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
씨티셀즈,스타트업,,,대한민국,"[""(주)씨티셀즈""]",manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
아이바이오코리아,스타트업,,,대한민국,"[""주식회사 아이바이오코리아""]",manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
아이젠사이언스,스타트업,,,대한민국,"[""(주)아이젠사이언스""]",manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
아키소스템 바이오스트래티지스,스타트업,,,대한민국,"[""아키소스템 바이오스트래티지스(주)""]",manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
에스엠엘바이오팜,스타트업,,,대한민국,"[""주식회사 에스엠엘바이오팜""]",manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
에이블테라퓨틱스,스타트업,,,대한민국,"[""(주)에이블테라퓨틱스""]",manual_seed_import,MSS_DIPS_1000_2023,https://mss.go.kr/common/board/Download.do?bcIdx=1041656&cbIdx=160&streFileNm=e8d11f1d-167a-4f67-b5e7-bc21e5a06273.pdf,MSS 2023 DIPS 1000+ official selected companies,중소벤처기업부 초격차 스타트업 1000+ 프로젝트 선정기업 공식 보도자료 기반 bounded 확장
